zvzrtCshrntCHslPMMMFpZHbNSpb,14,zvzrtCshrntCHs,lPMMMFpZHbNSpb
hLWhGLttsvLvrrWvhzVmQgwJZTRcggTjGcgT,18,hLWhGLttsvLvrrWvhz,VmQgwJZTRcggTjGcgT
SqRGLHtSbtNTbhjFTjDDpF,11,SqRGLHtSbtN,TbhjFTjDDpF
WwgJgmdmMdwPDVQQBBhSBFwV,12,WwgJgmdmMdwP,DVQQBBhSBFwV
JMPlmlSldWZmRqtLsRGRtvls,12,JMPlmlSldWZm,RqtLsRGRtvls
mZvmvPNmlNJPJzzmgNvNgdqqdBSpfHBqSsHqHfwpsffq,22,mZvmvPNmlNJPJzzmgNvNgd,qqdBSpfHBqSsHqHfwpsffq
nhDQDrwLrVVnqfGnsBGBGGsH,12,nhDQDrwLrVVn,qfGnsBGBGGsH
VjCDMhbDjLjtFhtLhLhQjNZcZPwWWcczmvglgJJN,20,VjCDMhbDjLjtFhtLhLhQ,jNZcZPwWWcczmvglgJJN
wwqnwZGGZqqMpMprpZqwGlLDtNDffdBdNVBmNGBN,20,wwqnwZGGZqqMpMprpZqw,GlLDtNDffdBdNVBmNGBN
TSTchTFbRLfLmVhNDm,9,TSTchTFbR,LfLmVhNDm
SCLRvJQvRFTSRjqMqPZrZnrzZzjp,14,SCLRvJQvRFTSRj,qMqPZrZnrzZzjp
cJfqGjgGJcsgsPnghgBm,10,cJfqGjgGJc,sgsPnghgBm
FHHbQQHLWLbPQThqQQRnZs,11,FHHbQQHLWLb,PQThqQQRnZs
lLLMSCvrlFMwlSlFcNwqDVVpJcfjzVDf,16,lLLMSCvrlFMwlSlF,cNwqDVVpJcfjzVDf
cRdRDhsDFzPztwJdGP,9,cRdRDhsDF,zPztwJdGP
CVqpCqCgSNfCSQBpjtBwtlBBHLlmGjGG,16,CVqpCqCgSNfCSQBp,jtBwtlBBHLlmGjGG
qfQfCVQfgQnVNpQCMqfcrFrwWDhrDnsvcRDsbc,19,qfQfCVQfgQnVNpQCMqf,crFrwWDhrDnsvcRDsbc
nFWWzqWZQSqnJzNJzslJVsdV,12,nFWWzqWZQSqn,JzNJzslJVsdV
vBBvsLvbBmBmRlGTNJJvRRTD,12,vBBvsLvbBmBm,RlGTNJJvRRTD
tBbpmmPwCmHpMHHMrPCCcSnZSgcFcZgWFscSfgth,20,tBbpmmPwCmHpMHHMrPCC,cSnZSgcFcZgWFscSfgth
LLssTJrqrpvrvvpJvdjggMlgzVgVggPlFPqz,18,LLssTJrqrpvrvvpJvd,jggMlgzVgVggPlFPqz
HwZwCZfHNtbMzjgVnFPC,10,HwZwCZfHNt,bMzjgVnFPC
RSttfRwZDtBcZwQMQdrQsdTBQQmW,14,RSttfRwZDtBcZw,QMQdrQsdTBQQmW
lJnNhMJqljlNhSrdWlGGGQHwwH,13,lJnNhMJqljlNh,SrdWlGGGQHwwH
vbTpbCsTFCTmbSmcRfVCfRpwcPdwWQQrdwHwBHrPdwrLLB,23,vbTpbCsTFCTmbSmcRfVCfRp,wcPdwWQQrdwHwBHrPdwrLLB
sVTmDfmCTVmJjgSzzntDtt,11,sVTmDfmCTVm,JjgSzzntDtt
DQtMjZHZHvMbwwTSpqLtpJ,11,DQtMjZHZHvM,bwwTSpqLtpJ
FzVFlsNdVczWPzWcslVfSLqLsqJpSwwsJswLrf,19,FzVFlsNdVczWPzWcslV,fSLqLsqJpSwwsJswLrf
dNFFWcmzWFGLWcdcFgvZvvRHQvjMHDMBGD,17,dNFFWcmzWFGLWcdcF,gvZvvRHQvjMHDMBGD
MVPTmPvbMgrTmmmmMRMvPvBwFGhhDCdFFwLCLdJhDGFRhG,23,MVPTmPvbMgrTmmmmMRMvPvB,wFGhhDCdFFwLCLdJhDGFRhG
fqqWfpZWzWsDwhwdhwqGLD,11,fqqWfpZWzWs,DwhwdhwqGLD
ZWSSftStnnplcQLSbVMBvTbrMlbrBvvl,16,ZWSSftStnnplcQLS,bVMBvTbrMlbrBvvl
FSsHDmtFLbbFbLGg,8,FSsHDmtF,LbbFbLGg
vrvzTzWzzzvppzSzTMnfTggjVgbgjbLjgPPnbGbVGL,21,vrvzTzWzzzvppzSzTMnfT,ggjVgbgjbLjgPPnbGbVGL
pdMwrBpfwfSMTTWdMTpBDCBtmsmltslcBDCshDHs,20,pdMwrBpfwfSMTTWdMTpB,DCBtmsmltslcBDCshDHs
RgbmfGtmRVgLLSVSnSrWWSHhnh,13,RgbmfGtmRVgLL,SVSnSrWWSHhnh
ccTvlvNppsFnbFnhnWnPHJ,11,ccTvlvNppsF,nbFnhnWnPHJ
pqNjDBjNNjvpZfmtjbCLbCmb,12,pqNjDBjNNjvp,ZfmtjbCLbCmb
qsSVpSVfWqgNrVtWptpmSfqbPQljbHPHlDnljRSlwSnwQn,23,qsSVpSVfWqgNrVtWptpmSfq,bPQljbHPHlDnljRSlwSnwQn
dcGBrMFMdLTGGdlwDwMRHwwMbjHP,14,dcGBrMFMdLTGGd,lwDwMRHwwMbjHP
CFBvhFhTLFCGvFchChBdBTJtsNpWqfVgtszprmVWNqNgvV,23,CFBvhFhTLFCGvFchChBdBTJ,tsNpWqfVgtszprmVWNqNgvV
sjsTgNSNqSjgMmVPmmmrpH,11,sjsTgNSNqSj,gMmVPmmmrpH
RftCcWddRCZfPtCfcQZdcZDcrBllBFpVHprHWlHHpHJJmlFp,24,RftCcWddRCZfPtCfcQZdcZDc,rBllBFpVHprHWlHHpHJJmlFp
thPZRtLcDRdDCTTsqbnwjhvNjq,13,thPZRtLcDRdDC,TTsqbnwjhvNjq
TQPtgfgdPcdSQhjwHhHBLS,11,TQPtgfgdPcd,SQhjwHhHBLS
RrqCqVVbJmVRJmsrzmJpWljlSHLSBwSSRWllWv,19,RrqCqVVbJmVRJmsrzmJ,pWljlSHLSBwSSRWllWv
CVrDNbHrJHVMCbrDJsdFdFcPFZngMfFdTPfP,18,CVrDNbHrJHVMCbrDJs,dFdFcPFZngMfFdTPfP
NNlZgndqmGVGGVZNWQmWmbhbbhpbbhtCbhtgCpCtMF,21,NNlZgndqmGVGGVZNWQmWm,bhbbhpbbhtCbhtgCpCtMF
THfLPTzwJTJrvHRwwsbFbhfbMCpphVtBbB,17,THfLPTzwJTJrvHRww,sbFbhfbMCpphVtBbB
RjrvzHLzPDvLzPHrTJVrwPndZQNlDZGndZWDdNNcmlQq,22,RjrvzHLzPDvLzPHrTJVrwP,ndZQNlDZGndZWDdNNcmlQq
tjDsjDGtTjVVbQVCggvrbg,11,tjDsjDGtTjV,VbQVCggvrbg
qrWWRBllRFrdlSMCdbSJCP,11,qrWWRBllRFr,dlSMCdbSJCP
cZcncRnhphpZWRNtrmsrGpHffmwH,14,cZcncRnhphpZWR,NtrmsrGpHffmwH
qpRjdcqTcMbbMRTwtnplnwnhPzhBhw,15,qpRjdcqTcMbbMRT,wtnplnwnhPzhBhw
FSFLvNrsPNrsGSLsrFSGfnwBQwZnZwhQQLwwQhnn,20,FSFLvNrsPNrsGSLsrFSG,fnwBQwZnZwhQQLwwQhnn
sWNVmVmCFNWGsCrrjRTmMjRjPRqgJqJg,16,sWNVmVmCFNWGsCrr,jRTmMjRjPRqgJqJg
sVCnzVpmFpVSnNFCmnmzwRFDWDdMllDccMdwDMjWjWlWjg,23,sVCnzVpmFpVSnNFCmnmzwRF,DWDdMllDccMdwDMjWjWlWjg
BJbPJGGGHPZqZQbpMlWWMWlBljjjgDjh,16,BJbPJGGGHPZqZQbp,MlWWMWlBljjjgDjh
tGQPpZtfTPpqrHsVLSzmRNLtSFsN,14,tGQPpZtfTPpqrH,sVLSzmRNLtSFsN
WCDlBWWlvMFWlQWpmSZdZnNmGfJZFZ,15,WCDlBWWlvMFWlQW,pmSZdZnNmGfJZFZ
LqjTjgtjPcHTTJgLThztcLTLnHnmdSpZdpdffnmZSppfGpSn,24,LqjTjgtjPcHTTJgLThztcLTL,nHnmdSpZdpdffnmZSppfGpSn
PtzqzjtqJgggzhqqccqhrQMsMvMwrCwMlBvMwvvsvs,21,PtzqzjtqJgggzhqqccqhr,QMsMvMwrCwMlBvMwvvsvs
NMsJfsHTMVbjnLnVsC,9,NMsJfsHTM,VbjnLnVsC
htWllhmZcWDWBwhZPcmpVRjnVMRLCCjLFpCwRb,19,htWllhmZcWDWBwhZPcm,pVRjnVMRLCCjLFpCwRb
PmZMrBtcPmZWhzDWBtMmJQdddHfQGNSqHqQGGTgr,20,PmZMrBtcPmZWhzDWBtMm,JQdddHfQGNSqHqQGGTgr
NmfnnsPlHnGqnlsNNmRPltRLvrhvrSGJSJjvFFFSSFJLhb,23,NmfnnsPlHnGqnlsNNmRPltR,LvrhvrSGJSJjvFFFSSFJLhb
PzQZccVPVwgPjrJSJjhFFpQr,12,PzQZccVPVwgP,jrJSJjhFFpQr
TdwBgdTVwzdwzlmNfRqPmqqTql,13,TdwBgdTVwzdwz,lmNfRqPmqqTql
BVLLBPmPmWBlMlLJnJlBlFQVgdRDdRZRZHpZjQzdRdZQdzQZ,24,BVLLBPmPmWBlMlLJnJlBlFQV,gdRDdRZRZHpZjQzdRdZQdzQZ
trGTsfbTTgHZptzSZW,9,trGTsfbTT,gHZptzSZW
fsfTNcCqqNhhVhVFVhVBWLLB,12,fsfTNcCqqNhh,VhVFVhVBWLLB
LJwgJNfbCvwCJCwBCCNhhHmGHWWSMWmWmbMmTmmGdS,21,LJwgJNfbCvwCJCwBCCNhh,HmGHWWSMWmWmbMmTmmGdS
lzRnnltsstZzzRTfHtHWHGWftfHW,14,lzRnnltsstZzzR,TfHtHWHGWftfHW
ZFFzVFqzqlFcZscZpRZsNphjhjvjfgJhQgQvwvhC,20,ZFFzVFqzqlFcZscZpRZs,NphjhjvjfgJhQgQvwvhC
HHzcFNcHFjhjZjlrghLL,10,HHzcFNcHFj,hjZjlrghLL
pMZJptpZWCmpttRMCWnnDnBGGDLhlLQrhl,17,pMZJptpZWCmpttRMC,WnnDnBGGDLhlLQrhl
MJsMCTZTTpTJRmMCJzfNsNcfNHqzvvfcww,17,MJsMCTZTTpTJRmMCJ,zfNsNcfNHqzvvfcww
ZDtllsDlVsrQBqQqRfWl,10,ZDtllsDlVs,rQBqQqRfWl
wvJgpPhhscgvpJFNrRjRrWRjqrRjdjRv,16,wvJgpPhhscgvpJFN,rRjRrWRjqrRjdjRv
zpsNzCsNCJCCPPHSLzznMnDSLGLM,14,zpsNzCsNCJCCPP,HSLzznMnDSLGLM
rfrJjFWrwjpnJjjjfrjJJnFVTgTggRWRRRPPLQgCgQcPPT,23,rfrJjFWrwjpnJjjjfrjJJnF,VTgTggRWRRRPPLQgCgQcPPT
sSNbSvqmsSZDZZBtNTTPGgMLMRVcgPCMRb,17,sSNbSvqmsSZDZZBtN,TTPGgMLMRVcgPCMRb
zZDZzNNSmrfpjFCjzj,9,zZDZzNNSm,rfpjFCjzj
dbbNJPBbbrFqNqttqrGbqDcmDQRmFmwcwSnQSDcpwS,21,dbbNJPBbbrFqNqttqrGbq,DcmDQRmFmwcwSnQSDcpwS
ZMMTsHjzLlLcnSVwpRRQ,10,ZMMTsHjzLl,LcnSVwpRRQ
hZTWjWvTZzTTWhszfwbJhrgJqtBbJGdqNPqt,18,hZTWjWvTZzTTWhszfw,bJhrgJqtBbJGdqNPqt
rrqgHrgtcHJRRjWZlRvnnWBn,12,rrqgHrgtcHJR,RjWZlRvnnWBn
QbhVmdFppwbdjnMvlnBwMWZP,12,QbhVmdFppwbd,jnMvlnBwMWZP
TpFDdVTFTDfhHfJcSJSzGZGf,12,TpFDdVTFTDfh,HfJcSJSzGZGf
sqNTNZHsHjjFBBwJMMNMcCJD,12,sqNTNZHsHjjF,BBwJMMNMcCJD
WGLQPjfWfQWPWmtLSRRRLwBJDbtCCJJCbbwCMBbMBc,21,WGLQPjfWfQWPWmtLSRRRL,wBJDbtCCJJCbbwCMBbMBc
RnPdLQfPLRdndGGRvfjlgdrTTgTsrgTrZFzF,18,RnPdLQfPLRdndGGRvf,jlgdrTTgTsrgTrZFzF
BfHbjVVqSBFfMSlCLCDrGSQssvlr,14,BfHbjVVqSBFfMS,lCLCDrGSQssvlr
tTpnnzpcPnwzhcnJTDtTPRprGlRGGGCWlQsWvrlvrQGQrC,23,tTpnnzpcPnwzhcnJTDtTPRp,rGlRGGGCWlQsWvrlvrQGQrC
DPwhghDTpPVHqqdgZbZq,10,DPwhghDTpP,VHqqdgZbZq
ZzPqfGPtRtqfqPbqfGgGZbrhMjmjBCpHpHNCmHtHjmBHnj,23,ZzPqfGPtRtqfqPbqfGgGZbr,hMjmjBCpHpHNCmHtHjmBHnj
QJwllvFWwDvnwCBBzjwwpC,11,QJwllvFWwDv,nwCBBzjwwpC
ccJLVQzWFJvVJlVbgrZZLZLRRPSgdr,15,ccJLVQzWFJvVJlV,bgrZZLZLRRPSgdr
rBGbLbnTfnZrQbTnHldqsMmHsqlsWfMd,16,rBGbLbnTfnZrQbTn,HldqsMmHsqlsWfMd
JcJjCCPzPtjCNHdlGGMlll,11,JcJjCCPzPtj,CNHdlGGMlll
jjgpRRvcGbwpThVppT,9,jjgpRRvcG,bwpThVppT
ttDfjtqfjtpTWWwfTbtlWccNGRSZNGPGhZGhGhcwRh,21,ttDfjtqfjtpTWWwfTbtlW,ccNGRSZNGPGhZGhGhcwRh
LbCrHdvzLSSHmSRNmc,9,LbCrHdvzL,SSHmSRNmc
JCsBvrvBLzFQbbvlVVnpQpDtWlDqfq,15,JCsBvrvBLzFQbbv,lVVnpQpDtWlDqfq
vvdvJBfvdTvRBflBJPNmmffmgPCMwDgsss,17,vvdvJBfvdTvRBflBJ,PNmmffmgPCMwDgsss
rFjqLnMcnqrrtMLtjNgCPCsNzzgsPCGFNs,17,rFjqLnMcnqrrtMLtj,NgCPCsNzzgsPCGFNs
VqLqnLVZqjMZqWnrVtWlZJJSvHvBdRSvBdRvvJ,19,VqLqnLVZqjMZqWnrVtW,lZJJSvHvBdRSvBdRvvJ
zZBDzgQQZLlcglzjrCrCMFjGZbMsHm,15,zZBDzgQQZLlcglz,jrCrCMFjGZbMsHm
PnnJVRfttTtwVnnVFGHVsjCFCjrsMM,15,PnnJVRfttTtwVnn,VFGHVsjCFCjrsMM
wPRpRpRnNTpPNlBdQQDdgDNMhN,13,wPRpRpRnNTpPN,lBdQQDdgDNMhN
bNQpFpnwgtDHpbnhWtffmfmhvhhfsZ,15,bNQpFpnwgtDHpbn,hWtffmfmhvhhfsZ
LcdLdwCLPPSVSqqwZGhWdJhGJZhlGlsm,16,LcdLdwCLPPSVSqqw,ZGhWdJhGJZhlGlsm
TBwSLPSPVRSVqSVqVrcnpMDDngMgnQpbRQFDNH,19,TBwSLPSPVRSVqSVqVrc,npMDDngMgnQpbRQFDNH
vPSvBJZSSdJgpJJZBDGDGrdqGdllGrGDrh,17,vPSvBJZSSdJgpJJZB,DGDGrdqGdllGrGDrh
HMtsltFlRVVFtlscRjjMcsWwWChWmrnwDWGwChmjGCWq,22,HMtsltFlRVVFtlscRjjMcs,WwWChWmrnwDWGwChmjGCWq
MQHNlTVHNVHpbbpbTvvBvf,11,MQHNlTVHNVH,pbbpbTvvBvf
VsbPMwhbWhzdpzNNggnBcTBWNngQ,14,VsbPMwhbWhzdpz,NNggnBcTBWNngQ
RmtZZFZqSjqVHmGQNcBHNLGLGHQH,14,RmtZZFZqSjqVHm,GQNcBHNLGLGHQH
JjRClqCjZlDZmqSqljFZZqRCvsvPfshhMdwsDwbVwzMzhffb,24,JjRClqCjZlDZmqSqljFZZqRC,vsvPfshhMdwsDwbVwzMzhffb
bfGtRgfDtVmsMzTbmz,9,bfGtRgfDt,VmsMzTbmz
LjGZwQLLdjFdHLNMhmzBzMNHNmzN,14,LjGZwQLLdjFdHL,NMhmzBzMNHNmzN
wjQLCFvnnQGdZLGWSjdqWDfPlrRpqRDDRqrpPr,19,wjQLCFvnnQGdZLGWSjd,qWDfPlrRpqRDDRqrpPr
pqnBZqjCNCqQqmllpHGMGdTfML,13,pqnBZqjCNCqQq,mllpHGMGdTfML
PsFgrRvSPsWTwWWQwGHLHW,11,PsFgrRvSPsW,TwWWQwGHLHW
SrvgsFbrrPJJFsrFPtFSCChBDQjqCqtNhDqhCqNC,20,SrvgsFbrrPJJFsrFPtFS,CChBDQjqCqtNhDqhCqNC
RJZRWZWMWZPZffRCPWMdRdfQQQjJzHQsssjrSQFVschVHr,23,RJZRWZWMWZPZffRCPWMdRdf,QQQjJzHQsssjrSQFVschVHr
NgpnDgvGTNTVFHFFjVFF,10,NgpnDgvGTN,TVFHFFjVFF
jntvgljpGvlnbLtLbBvnLRPlCCwwCfRqMCCqqqddqw,21,jntvgljpGvlnbLtLbBvnL,RPlCCwwCfRqMCCqqqddqw
PFBMVDSVPHMTThtMtSBMMVNbQprHbNRgNRRgLnvpnjnN,22,PFBMVDSVPHMTThtMtSBMMV,NbQprHbNRgNRRgLnvpnjnN
scGcrcwlswdGlcqvbQgnnpQnqLjnpp,15,scGcrcwlswdGlcq,vbQgnnpQnqLjnpp
ffwswWzcmlcWWsmcZhrDFrZMFZBMFzhM,16,ffwswWzcmlcWWsmc,ZhrDFrZMFZBMFzhM
LMdZGqdRSSZmCZMRfQjnggvlvggRcznz,16,LMdZGqdRSSZmCZMR,fQjnggvlvggRcznz
tjjFhBrtpthpslcvvlcQzFnFvQ,13,tjjFhBrtpthps,lcvvlcQzFnFvQ
jrhbjtpJtbZqCLdWLq,9,jrhbjtpJt,bZqCLdWLq
HBGBfBttZzbGbljPdpFddFqRmqRzRN,15,HBGBfBttZzbGblj,PdpFddFqRmqRzRN
JDWghDDSDqmmDDpc,8,JDWghDDS,DqmmDDpc
CLvgMvChCvLphCTSShhMhQsBbfTfsGsrBfjfrljrZZff,22,CLvgMvChCvLphCTSShhMhQ,sBbfTfsGsrBfjfrljrZZff
RgHgDqDzqQqgcdHqcZGTNlGffGBDGZBTGZ,17,RgHgDqDzqQqgcdHqc,ZGTNlGffGBDGZBTGZ
LFLPWsmvrbwhwwswrTlTTCBNGFfGlNJZNS,17,LFLPWsmvrbwhwwswr,TlTTCBNGFfGlNJZNS
vhrLnvhNmWvMsrvwqMdRcptQtztcjptz,16,vhrLnvhNmWvMsrvw,qMdRcptQtztcjptz
sLMLsThhjgqLlsnsLgTLtMFcRbcPcJSwJbbSbtSWScSt,22,sLMLsThhjgqLlsnsLgTLtM,FcRbcPcJSwJbbSbtSWScSt
fvrjjDjvNprdPwwJCCSrWPFP,12,fvrjjDjvNprd,PwwJCCSrWPFP
vfZdGzVzfvGGVGpBjnnMglTsgZlqsMlM,16,vfZdGzVzfvGGVGpB,jnnMglTsgZlqsMlM
TCVMfCfBnHHfLLPFWb,9,TCVMfCfBn,HHfLLPFWb
GgQlGJzNzbzHcHHLlcPLHL,11,GgQlGJzNzbz,HcHHLlcPLHL
tQbNQGgRZZCVtVMZ,8,tQbNQGgR,ZZCVtVMZ
QFFMzwjwngsvsBjGGJWbBbBWbB,13,QFFMzwjwngsvs,BjGGJWbBbBWbB
QdmVDmVDWRPWVPVV,8,QdmVDmVD,WRPWVPVV
QHtHSdDpLQCCSHrtqrdrttDfLgvnFvFghNszzwgngFwsNF,23,QHtHSdDpLQCCSHrtqrdrttD,fLgvnFvFghNszzwgngFwsNF
RzzTNpSRBzSBVpSRlHNSHBSSGPcLNGtjhPPcbcGhPPhcrnct,24,RzzTNpSRBzSBVpSRlHNSHBSS,GPcLNGtjhPPcbcGhPPhcrnct
CCmmCwwdfFJqDmdwsddhsmvdcMbLfcftttbPnjMPbcjPMPbP,24,CCmmCwwdfFJqDmdwsddhsmvd,cMbLfcftttbPnjMPbcjPMPbP
mdZQmvssFdqsFZvsZQmvDvmWzgQBWTRzTzHlppWRglHBQh,23,mdZQmvssFdqsFZvsZQmvDvm,WzgQBWTRzTzHlppWRglHBQh
VWmnfQWzWWnHWMfmmMVNMfWjtBtBNSNSrlStlpjJBBlgBS,23,VWmnfQWzWWnHWMfmmMVNMfW,jtBtBNSNSrlStlpjJBBlgBS
cZZvbwsZsbbZvvscCRdFTTTQrBStdBJgSdhjgBjBjJjpJJ,23,cZZvbwsZsbbZvvscCRdFTTT,QrBStdBJgSdhjgBjBjJjpJJ
wCFTCbZbFwwCTvFTwsPGccMzMDWVWfzLGmqHnnDHGLQL,22,wCFTCbZbFwwCTvFTwsPGcc,MzMDWVWfzLGmqHnnDHGLQL
sNQQHbbhdlpdrQllqpsqSpGjZDZGgDnVcnjjnnDZ,20,sNQQHbbhdlpdrQllqpsq,SpGjZDZGgDnVcnjjnnDZ
WWRLGFvJBJPvzzWjnTncDVZTTPgDff,15,WWRLGFvJBJPvzzW,jnTncDVZTTPgDff
FLRLGRFRJLBWJmJzMRLCvldrMrbbltdhQQlNqtMbsb,21,FLRLGRFRJLBWJmJzMRLCv,ldrMrbbltdhQQlNqtMbsb
HZllwlZSlSZwhvmQjcZhTqcT,12,HZllwlZSlSZw,hvmQjcZhTqcT
sPzzdgpszpzsBdvvMccvcqPThjhM,14,sPzzdgpszpzsBd,vvMccvcqPThjhM
JDdsDspLzsdzBgVdBGBzCLlwbbwWSnlnnWffHwJcNlHw,22,JDdsDspLzsdzBgVdBGBzCL,lwbbwWSnlnnWffHwJcNlHw
nzCTCnpqJqfCnvvjZjWjPcZrmcmZfW,15,nzCTCnpqJqfCnvv,jZjWjPcZrmcmZfW
GNdwgVjwRdRglMrPWLPWZWcNWW,13,GNdwgVjwRdRgl,MrPWLPWZWcNWW
dVblgtRwQgSGVBldbQBbBRJnQJTsJHTqnzzJFpjvHnnn,22,dVblgtRwQgSGVBldbQBbBR,JnQJTsJHTqnzzJFpjvHnnn
dqpQQrdqQpLfqcGSdggQdgRMmwHBMMBVNRNDFFBDBgNt,22,dqpQQrdqQpLfqcGSdggQdg,RMmwHBMMBVNRNDFFBDBgNt
vTzsnZCnlCnshbPlvZJbBzVmmVRDNwtHFBwMDVBR,20,vTzsnZCnlCnshbPlvZJb,BzVmmVRDNwtHFBwMDVBR
lJCshjTJbVqfVdjjjG,9,lJCshjTJb,VqfVdjjjG
WlLCJlHLcZcJWcWZJnLHnPqlFtSthTnFNThVtNhVhvNVzVtF,24,WlLCJlHLcZcJWcWZJnLHnPql,FtSthTnFNThVtNhVhvNVzVtF
QfbgRsspfDRsgfjqqRRpDbSNSTFzBbTbhttVBhVNBzzT,22,QfbgRsspfDRsgfjqqRRpDb,SNSTFzBbTbhttVBhVNBzzT
fwgfRdpdfQDqgPHHZJZCcdGddH,13,fwgfRdpdfQDqg,PHHZJZCcdGddH
sbrbmVmfddzJntZZtwtMMf,11,sbrbmVmfddz,JntZZtwtMMf
PvhwPRlvvWhFvSRhpFMMJGMFppnBTBGJ,16,PvhwPRlvvWhFvSRh,pFMMJGMFppnBTBGJ
RPlCCLDPDClwHbrdzsdNLzgs,12,RPlCCLDPDClw,HbrdzsdNLzgs
HZgqtgbqRZvzwzCh,8,HZgqtgbq,RZvzwzCh
BFqmGfrNLQfhzJWBhRJwJR,11,BFqmGfrNLQf,hzJWBhRJwJR
LFqFQjrcrcqFNMmMdHggntDPMnsDbn,15,LFqFQjrcrcqFNMm,MdHggntDPMnsDbn
NmWmPblGnnTTNlFGPmNWfwdchdlHdBdwcfCfZppZ,20,NmWmPblGnnTTNlFGPmNW,fwdchdlHdBdwcfCfZppZ
rzqzRjgVrJrzzcFdqdCBFBhZhH,13,rzqzRjgVrJrzz,cFdqdCBFBhZhH
VDRsRMjRJJrQsJPTGFNvsbnsnLGm,14,VDRsRMjRJJrQsJ,PTGFNvsbnsnLGm
nrbrBLTffjNRzGQSJHJQGT,11,nrbrBLTffjN,RzGQSJHJQGT
tcZqMcppCmHRQPGGCG,9,tcZqMcppC,mHRQPGGCG
pMDcZhpgcpFDfrwNDDrLVjGj,12,pMDcZhpgcpFD,frwNDDrLVjGj
LWlmlmWqvrBMWWBlmjLThBrfPJZfZZCwPCJJwPCTcggCsd,23,LWlmlmWqvrBMWWBlmjLThBr,fPJZfZZCwPCJJwPCTcggCsd
pSbRHbzpHDVFRQRfPdfnZswgcJcppp,15,pSbRHbzpHDVFRQR,fPdfnZswgcJcppp
SzRNGbzSWNPLWqLv,8,SzRNGbzS,WNPLWqLv
vqslblpspsvqBFSqcrrZZDdTfFPHccrf,16,vqslblpspsvqBFSq,crrZZDdTfFPHccrf
GWRhWmjwhRcQdCDrPjDP,10,GWRhWmjwhR,cQdCDrPjDP
mcWLVnnWJgGRzVSsVSpSSptNpMvb,14,mcWLVnnWJgGRzV,SsVSpSSptNpMvb
wHTPfdTvHlPHGpdvvTddGfcJLLWWwWWcCWrqrVMWCVLL,22,wHTPfdTvHlPHGpdvvTddGf,cJLLWWwWWcCWrqrVMWCVLL
zhsSNZhnshNSnvZmvsCWWSLrVMcrSCLWJcrq,18,zhsSNZhnshNSnvZmvs,CWWSLrVMcrSCLWJcrq
snDnshmNsjnTdHPfDGvdDT,11,snDnshmNsjn,TdHPfDGvdDT
CfrnFFMnnsRNrNCwFCrdssgqgqvVZvZqlTWBNWZqlJBW,22,CfrnFFMnnsRNrNCwFCrdss,gqgqvVZvZqlTWBNWZqlJBW
htDhDLhwPWWBqTghgB,9,htDhDLhwP,WWBqTghgB
DPLPzHDtSPStjLGLtzSMwbdMdnCHrRdCFsmfnR,19,DPLPzHDtSPStjLGLtzS,MwbdMdnCHrRdCFsmfnR
